(same, 0.0490341649567)
(same, 0.0490431046404)
(same, 0.0489789205053)
(same, 0.0490702728978)
(same, 0.0488265966764)
(same, 0.0489091490678)
(same, 0.0490424062276)
(same, 0.0488448252501)
(same, 0.0490113268586)
(same, 0.0490873141698)
(same, 0.0490371681317)
(same, 0.0490235490824)
(same, 0.0490246665428)
(same, 0.0489794093942)
(same, 0.0493377649953)
(same, 0.0490271109876)
(same, 0.0489835998709)
(same, 0.0490042728894)
(same, 0.0490672697228)
(same, 0.049056025277)
(same, 0.0489216506567)
(same, 0.04907257766)
(same, 0.0491890030716)
(same, 0.0490549776578)
(same, 0.0490391236875)
(same, 0.0491488443364)
(same, 0.0489895363796)
(same, 0.0491481459236)
(same, 0.0490591681345)
(same, 0.0490382855922)
(same, 0.0490423363863)
(same, 0.0490165649545)
(same, 0.0490130030493)
(same, 0.0490679681356)
(same, 0.0489952633645)
(same, 0.0490910157576)
(same, 0.0490068570167)
(same, 0.0495433078785)
(same, 0.0489655109797)
(same, 0.0491183935388)
(same, 0.0490495998793)
(same, 0.0489481205013)
(same, 0.049054279245)
(same, 0.0489135490684)
(same, 0.049035491941)
(same, 0.04915778402)
(same, 0.0490926919483)
(same, 0.0489827617756)
(same, 0.0489152951004)
(same, 0.0490574221025)
(same, 0.0490141205097)
(same, 0.0490777459146)
(same, 0.0491750348159)
(same, 0.0490720887711)
(same, 0.0490982094093)
(same, 0.049122933222)
(same, 0.0490836824233)
(same, 0.0490976506791)
(same, 0.0490254347969)
(same, 0.0489494474856)
(same, 0.0490706221042)
(same, 0.0490125141603)
(same, 0.0499073206232)
(same, 0.0489258411334)
(same, 0.0490836824233)
(same, 0.0487852506394)
(same, 0.0490896887733)
(same, 0.0490234093998)
(same, 0.0490690157548)
(same, 0.0490759998827)
(same, 0.0489892570145)
(same, 0.0490430347991)
(same, 0.0491245395714)
(same, 0.0490753713112)
(same, 0.0490055998737)
(same, 0.0490886411541)
(same, 0.049200876089)
(same, 0.0491154602051)
(same, 0.0491574348136)
(same, 0.0491466792567)
(same, 0.0490063681278)
(same, 0.0490824951216)
(same, 0.0490505776572)
(same, 0.0490458284503)
(same, 0.0489859046331)
(same, 0.0485960506154)
(same, 0.048925491927)
(same, 0.0490716697234)
(same, 0.0490540697212)
(same, 0.049008184001)
(same, 0.0491159490941)
(same, 0.049155269734)
(same, 0.0489661395513)
(same, 0.0492577967311)
(same, 0.0490636379763)
(same, 0.0490205459074)
(same, 0.0503880381445)
(same, 0.049082844328)
(same, 0.0491578538613)
(same, 0.0490818665501)
(same, 0.0490145395574)
(same, 0.0490722284536)
(same, 0.0490720189298)
(same, 0.0490201268597)
(same, 0.0489974284441)
(same, 0.0491111998871)
(same, 0.0490859871855)
(same, 0.0490408697195)
(same, 0.0490552570229)
(same, 0.0490627300397)
(same, 0.0490570030549)
(same, 0.0490753713112)
(same, 0.0490906665512)
(same, 0.0490443617834)
(same, 0.0490230601934)
(same, 0.0489284252608)
(same, 0.0490876633762)
(same, 0.049850399981)
(same, 0.0489658601861)
(same, 0.0489913522529)
(same, 0.0489967300313)
(same, 0.0490840316297)
(same, 0.052857695601)
(same, 0.049022710987)
(same, 0.0490374474968)
(same, 0.0488221268346)
(same, 0.049140742748)
(same, 0.049093110996)
(same, 0.0490679681356)
(same, 0.0490283681306)
(same, 0.0490507871811)
(same, 0.0490966729012)
(same, 0.0490625205159)
(same, 0.0490870348047)
(same, 0.0491155998877)
(same, 0.0491255871906)
(same, 0.0494973523171)
(same, 0.0490006411429)
(same, 0.0490044824133)
(same, 0.0488497839809)
(same, 0.0489773141558)
(same, 0.0489646030431)
(same, 0.0491159490941)
(same, 0.049040241148)
(same, 0.049113923697)
(same, 0.049031231623)
(same, 0.0490469459107)
(same, 0.0491549903689)
(same, 0.0489967300313)
(same, 0.0489870220936)
(same, 0.049025714162)
(same, 0.0490528824194)
(same, 0.04906657131)
(same, 0.0491725903711)
(same, 0.0490472951171)
(same, 0.0489912824116)
(same, 0.0490562348008)
(same, 0.0491155998877)
(same, 0.0489639046303)
(same, 0.0490678982943)
(same, 0.0490025966987)
(same, 0.0489966601901)
(same, 0.0491218856028)
(same, 0.0490628697223)
(same, 0.0490407300369)
(same, 0.0489861839982)
(same, 0.0491061713151)
(same, 0.0490152379702)
(same, 0.0490522538479)
(same, 0.0490690157548)
(same, 0.0490762094065)
(same, 0.049053790356)
(same, 0.0489743808221)
(same, 0.0490790728989)
(same, 0.0507312381881)
(same, 0.0490764887716)
(same, 0.0490288570195)
(same, 0.0494036951624)
(same, 0.0490881522652)
(same, 0.048999663365)
(same, 0.0490936697262)
(same, 0.0490243871777)
(same, 0.0490598665473)
(same, 0.049033745909)
(same, 0.0490690157548)
(same, 0.0490086030487)
(same, 0.0497357904426)
(same, 0.0490769776606)
(same, 0.0491672824339)
(same, 0.0490215236853)
(same, 0.049018450669)
(same, 0.0490461776567)
(same, 0.0490704824216)
(same, 0.0490754411524)
(same, 0.0490782348036)
(same, 0.0501795619276)
(same, 0.0490826348041)
(same, 0.0490208951138)
(same, 0.0489934474912)
(same, 0.0491068697279)
(same, 0.0494371491349)
(same, 0.049081098296)
(same, 0.0490998157587)
(same, 0.0486669395133)
(same, 0.0491742665618)
(same, 0.0490581903566)
(same, 0.0491193014755)
(same, 0.0490855681378)
(same, 0.0516124256016)
(same, 0.0491137840144)
(same, 0.0532413337449)
(same, 0.0491093840139)
(same, 0.0493382538842)
(same, 0.0490459681328)
(same, 0.0490218728917)
(same, 0.0486543680831)
(same, 0.0490898284559)
(same, 0.0490223617806)
(same, 0.0499652888845)
(same, 0.0490047617784)
(same, 0.0490424062276)
(same, 0.0490927617896)
(same, 0.0490736951205)
(same, 0.0489991046348)
(same, 0.0491024697273)
(same, 0.0515431430531)
(same, 0.0491236316347)
(same, 0.049120698301)
(same, 0.0490203363835)
(same, 0.0489932379674)
(same, 0.0490564443246)
(same, 0.0490847300425)
(same, 0.0491047744895)
(same, 0.0491068697279)
(same, 0.0489821332041)
(same, 0.0490390538462)
(same, 0.0491608570363)
(same, 0.0490857776617)
(same, 0.0490783744861)
(same, 0.0490155871766)
(same, 0.0490403109892)
(same, 0.0490114665411)
(same, 0.0490155173353)
(same, 0.0491091046488)
(same, 0.0491331998899)
(same, 0.0492137967256)
(same, 0.0490227808283)
(same, 0.0490887808367)
(same, 0.0491433268753)
(same, 0.0492326538708)
(same, 0.0491189522691)
(same, 0.0490695046437)
(same, 0.0490863363919)
(same, 0.0490757903588)
(same, 0.0490581903566)
(same, 0.0490941586151)
(same, 0.0490729967077)
(same, 0.0490223617806)
(same, 0.0490968125837)
(same, 0.0490947173454)
(same, 0.0490940887739)
(same, 0.049003923683)
(same, 0.04909387925)
(same, 0.0490965332186)
(same, 0.0490699935327)
(same, 0.0491035871878)
(same, 0.0491051236959)
(same, 0.0490401713067)
(same, 0.0490186601928)
(same, 0.0489977776505)
(same, 0.0490767681367)
(same, 0.0490706919455)
(same, 0.0489791998704)
(same, 0.0552003117715)
(same, 0.0490185903516)
(same, 0.0491749649746)
(same, 0.048999663365)
(same, 0.0491333395725)
(same, 0.0527896701955)
(same, 0.0491607173537)
(same, 0.0490948570279)
(same, 0.0490501586095)
(same, 0.0491236316347)
(same, 0.0488343490583)
(same, 0.0491610665601)
(same, 0.0490121649539)
(same, 0.0490409395608)
(same, 0.0490172633673)
(same, 0.0518540065846)
(same, 0.0491045649657)
(same, 0.0491056125848)
(same, 0.0490693649612)
(same, 0.0489054474801)
(same, 0.0490808887722)
(same, 0.0513351557251)
(same, 0.0490832633757)
(same, 0.049110920522)
(same, 0.0490596570234)
(same, 0.0491086856011)
(same, 0.0490829141693)
(same, 0.0490935300436)
(same, 0.0491158094115)
(same, 0.0491299173498)
(same, 0.049670977736)
(same, 0.049653936464)
(same, 0.049056793531)
(same, 0.0490922729006)
(same, 0.049203390375)
(same, 0.0490722284536)
(same, 0.0490447808311)
(same, 0.0490454094026)
(same, 0.0491207681423)
(same, 0.0490259935271)
(same, 0.0490360506712)
(same, 0.0489384125636)
(same, 0.0487374792048)
(same, 0.0611014807748)
(same, 0.0490249459079)
(same, 0.0491170665545)
(same, 0.0490398221003)
(same, 0.0490137713033)
(same, 0.0490204062248)
(same, 0.0491280316353)
(same, 0.0490729967077)
(same, 0.0490907363925)
(same, 0.0490371681317)
(same, 0.0495179554943)
(same, 0.0491322919533)
(same, 0.0491690983072)
(same, 0.0508261524859)
(same, 0.0491440252881)
(same, 0.0491743364031)
(same, 0.0491481459236)
(same, 0.0493403491226)
(same, 0.0490832633757)
(same, 0.0491769903717)
(same, 0.0490726475013)
(same, 0.0491561776706)
(same, 0.0490318601945)
(same, 0.0490822157565)
(same, 0.0491005141715)
(same, 0.0491115490935)
(same, 0.0490428951166)
(same, 0.0491509395747)
(same, 0.0491841840234)
(same, 0.0491225141743)
(same, 0.0492803554642)
(same, 0.0491532443369)
(same, 0.0490505776572)
(same, 0.0491584824328)
(same, 0.0491690983072)
(same, 0.0489981966982)
(same, 0.0491079871883)
(same, 0.0490971617901)
(same, 0.0491207681423)
(same, 0.0491681903706)
(same, 0.0490874538524)
(same, 0.0490989776634)
(same, 0.0491102919505)
(same, 0.0490940189326)
(same, 0.0490805395658)
(same, 0.0491910284687)
(same, 0.0490724379775)
(same, 0.0491374602079)
(same, 0.0491690284659)
(same, 0.0491524062416)
(same, 0.0491503110032)
(same, 0.0492022030733)
(same, 0.0491788062449)
(same, 0.0490731363902)
(same, 0.0490408697195)
(same, 0.0491174157609)
(same, 0.0489986157459)
(same, 0.0490213141614)
(same, 0.0487135236462)
(same, 0.0490727871838)
(same, 0.0490435935293)
(same, 0.0490583300392)
(same, 0.0526695431961)
(same, 0.0491013522668)
(same, 0.049048272895)
(same, 0.0491058221087)
(same, 0.0489921903482)
(same, 0.0490626601984)
(same, 0.0490004316191)
(same, 0.0486813268167)
(same, 0.0492181268848)
(same, 0.0490971617901)
(same, 0.0490316506707)
(same, 0.048989885586)
(same, 0.0490065078104)
(same, 0.0490390538462)
(same, 0.0489764062192)
(same, 0.0492037395814)
(same, 0.0490505078159)
(same, 0.0490785141687)
(same, 0.0492478094283)
(same, 0.0490351427346)
(same, 0.0490157268591)
(same, 0.0491000951238)
(same, 0.0490511363874)
(same, 0.0490571427374)
(same, 0.0491050538546)
(same, 0.0490703427391)
(same, 0.0490461776567)
(same, 0.0491020506796)
(same, 0.049095625282)
(same, 0.048977104632)
(same, 0.0490507871811)
(same, 0.0489961713011)
(same, 0.0489755681239)
(same, 0.0491395554463)
(same, 0.0490666411513)
(same, 0.0490486919427)
(same, 0.0490017586034)
(same, 0.0491276125876)
(same, 0.0489551046292)
(same, 0.0490301840038)
(same, 0.0490028760639)
(same, 0.0490060887627)
(same, 0.0490204760661)
(same, 0.0492057649785)
(same, 0.0495482666093)
(same, 0.0489858347919)
(same, 0.0490417078148)
(same, 0.0490238284475)
(same, 0.0539887052684)
(same, 0.0490660125798)
(same, 0.0500634158811)
(same, 0.0489961713011)
(same, 0.0490922729006)
(same, 0.0490044824133)
(same, 0.0490896887733)
(same, 0.0490111173347)
(same, 0.0490757903588)
(same, 0.0491239109999)
(same, 0.0490196379707)
(same, 0.0489961014598)
(same, 0.0490662919449)
(same, 0.0490535808322)
(same, 0.0490590982932)
(same, 0.0491193713167)
(same, 0.0490560951182)
(same, 0.049050018927)
(same, 0.049096882425)
(same, 0.048995891936)
(same, 0.0490906665512)
(same, 0.0491107808395)
(same, 0.0490447808311)
(same, 0.0489699808216)
(same, 0.0490608443252)
(same, 0.0491170665545)
(same, 0.0491019808383)
(same, 0.0490717395647)
(same, 0.0491048443308)
(same, 0.0490496697206)
(same, 0.0490572125787)
(same, 0.0490111173347)
(same, 0.0490297649562)
(same, 0.0489496570095)
(same, 0.0490116062237)
(same, 0.0490622411508)
(same, 0.0493119935634)
(same, 0.049096393536)
(same, 0.0491213268725)
(same, 0.0490674094054)
(same, 0.0490412189259)
(same, 0.0490970919488)
(same, 0.0490704824216)
(same, 0.0491283110004)
(same, 0.0491240506824)
(same, 0.0491443744945)
(same, 0.0491202792534)
(same, 0.0492998411809)
